NumberPrefix,Rate,Description,SubDescription
6448958,0.03,NEW ZEALAND,NZ Not Selected
6448959,0.03,NEW ZEALAND,NZ Not Selected
644896,0.03,NEW ZEALAND,Wellington
644897,0.03,NEW ZEALAND,Wellington
644898,0.03,NEW ZEALAND,NZ Not Selected
644899,0.03,NEW ZEALAND,NZ Not Selected
644900,0.03,NEW ZEALAND,NZ Not Selected
644901,0.03,NEW ZEALAND,Wellington
644902,0.03,NEW ZEALAND,Paraparaumu
6449030,0.03,NEW ZEALAND,Paraparaumu
6449031,0.03,NEW ZEALAND,Paraparaumu
6449032,0.03,NEW ZEALAND,Wellington
6449033,0.03,NEW ZEALAND,Wellington
6449034,0.03,NEW ZEALAND,Wellington
6449035,0.03,NEW ZEALAND,Wellington
6449036,0.03,NEW ZEALAND,Wellington
6449037,0.03,NEW ZEALAND,Wellington
6449038,0.03,NEW ZEALAND,Wellington
6449039,0.03,NEW ZEALAND,Wellington
644904,0.03,NEW ZEALAND,Paraparaumu
644905,0.03,NEW ZEALAND,Paraparaumu
6449060,0.03,NEW ZEALAND,Paraparaumu
6449061,0.03,NEW ZEALAND,Paraparaumu
6449062,0.03,NEW ZEALAND,Paraparaumu
6449063,0.03,NEW ZEALAND,Paraparaumu
6449064,0.03,NEW ZEALAND,Paraparaumu
6449065,0.03,NEW ZEALAND,Paraparaumu
6449066,0.03,NEW ZEALAND,Paraparaumu
6449067,0.03,NEW ZEALAND,Paraparaumu
6449068,0.03,NEW ZEALAND,Paraparaumu
6449069,0.03,NEW ZEALAND,Paraparaumu
644907,0.03,NEW ZEALAND,Wellington
644908,0.03,NEW ZEALAND,NZ Not Selected
644909,0.03,NEW ZEALAND,Wellington
644910,0.03,NEW ZEALAND,Wellington
644911,0.03,NEW ZEALAND,NZ Not Selected
6449120,0.03,NEW ZEALAND,Wellington
6449121,0.03,NEW ZEALAND,Wellington
6449122,0.03,NEW ZEALAND,Wellington
6449123,0.03,NEW ZEALAND,Wellington
6449124,0.03,NEW ZEALAND,Wellington
6449125,0.03,NEW ZEALAND,NZ Not Selected
6449126,0.03,NEW ZEALAND,NZ Not Selected
6449127,0.03,NEW ZEALAND,NZ Not Selected
6449128,0.03,NEW ZEALAND,NZ Not Selected
6449129,0.03,NEW ZEALAND,NZ Not Selected
644913,0.03,NEW ZEALAND,Wellington
644914,0.03,NEW ZEALAND,Wellington
644915,0.03,NEW ZEALAND,Wellington
644916,0.03,NEW ZEALAND,Wellington
644917,0.03,NEW ZEALAND,Wellington
644918,0.03,NEW ZEALAND,Wellington
644919,0.03,NEW ZEALAND,NZ Not Selected
644920,0.03,NEW ZEALAND,Wellington
644921,0.03,NEW ZEALAND,NZ Not Selected
644922,0.03,NEW ZEALAND,Wellington
644923,0.03,NEW ZEALAND,NZ Not Selected
644924,0.03,NEW ZEALAND,Wellington
644925,0.03,NEW ZEALAND,NZ Not Selected
644926,0.03,NEW ZEALAND,NZ Not Selected
644927,0.03,NEW ZEALAND,NZ Not Selected
644928,0.03,NEW ZEALAND,Wellington
644929,0.03,NEW ZEALAND,NZ Not Selected
644930,0.03,NEW ZEALAND,NZ Not Selected
644931,0.03,NEW ZEALAND,Wellington
644932,0.03,NEW ZEALAND,NZ Not Selected
644933,0.03,NEW ZEALAND,NZ Not Selected
644934,0.03,NEW ZEALAND,Wellington
644935,0.03,NEW ZEALAND,NZ Not Selected
644936,0.03,NEW ZEALAND,NZ Not Selected
644937,0.03,NEW ZEALAND,NZ Not Selected
644938,0.03,NEW ZEALAND,Wellington
644939,0.03,NEW ZEALAND,Wellington
644940,0.03,NEW ZEALAND,NZ Not Selected
644941,0.03,NEW ZEALAND,NZ Not Selected
644942,0.03,NEW ZEALAND,NZ Not Selected
644943,0.03,NEW ZEALAND,NZ Not Selected
644944,0.03,NEW ZEALAND,NZ Not Selected
644945,0.03,NEW ZEALAND,NZ Not Selected
644946,0.03,NEW ZEALAND,NZ Not Selected
644947,0.03,NEW ZEALAND,NZ Not Selected
644948,0.03,NEW ZEALAND,NZ Not Selected
644949,0.03,NEW ZEALAND,NZ Not Selected
644950,0.03,NEW ZEALAND,NZ Not Selected
644951,0.03,NEW ZEALAND,NZ Not Selected
644952,0.03,NEW ZEALAND,NZ Not Selected
644953,0.03,NEW ZEALAND,NZ Not Selected
644954,0.03,NEW ZEALAND,NZ Not Selected
644955,0.03,NEW ZEALAND,NZ Not Selected
644956,0.03,NEW ZEALAND,NZ Not Selected
644957,0.03,NEW ZEALAND,NZ Not Selected
644958,0.03,NEW ZEALAND,NZ Not Selected
644959,0.03,NEW ZEALAND,NZ Not Selected
644960,0.03,NEW ZEALAND,NZ Not Selected
644961,0.03,NEW ZEALAND,NZ Not Selected
644962,0.03,NEW ZEALAND,NZ Not Selected
644963,0.03,NEW ZEALAND,NZ Not Selected
644964,0.03,NEW ZEALAND,NZ Not Selected
644965,0.03,NEW ZEALAND,NZ Not Selected
644966,0.03,NEW ZEALAND,NZ Not Selected
644967,0.03,NEW ZEALAND,NZ Not Selected
644968,0.03,NEW ZEALAND,NZ Not Selected
644969,0.03,NEW ZEALAND,NZ Not Selected
644970,0.03,NEW ZEALAND,Wellington
644971,0.03,NEW ZEALAND,Wellington
644972,0.03,NEW ZEALAND,Wellington
644973,0.03,NEW ZEALAND,Wellington
6449740,0.03,NEW ZEALAND,Paraparaumu
6449741,0.03,NEW ZEALAND,NZ Not Selected
6449742,0.03,NEW ZEALAND,NZ Not Selected
6449743,0.03,NEW ZEALAND,NZ Not Selected
6449744,0.03,NEW ZEALAND,Wellington
6449745,0.03,NEW ZEALAND,Wellington
6449746,0.03,NEW ZEALAND,Wellington
6449747,0.03,NEW ZEALAND,Wellington
6449748,0.03,NEW ZEALAND,Wellington
6449749,0.03,NEW ZEALAND,Wellington
644975,0.03,NEW ZEALAND,Paraparaumu
644976,0.03,NEW ZEALAND,Wellington
644977,0.03,NEW ZEALAND,Wellington
644978,0.03,NEW ZEALAND,Wellington
644979,0.03,NEW ZEALAND,Wellington
644980,0.03,NEW ZEALAND,NZ Not Selected
644981,0.03,NEW ZEALAND,NZ Not Selected
644982,0.03,NEW ZEALAND,NZ Not Selected
644983,0.03,NEW ZEALAND,NZ Not Selected
644984,0.03,NEW ZEALAND,NZ Not Selected
644985,0.03,NEW ZEALAND,NZ Not Selected
644986,0.03,NEW ZEALAND,NZ Not Selected
644987,0.03,NEW ZEALAND,NZ Not Selected
644988,0.03,NEW ZEALAND,NZ Not Selected
644989,0.03,NEW ZEALAND,NZ Not Selected
644990,0.03,NEW ZEALAND,NZ Not Selected
644991,0.03,NEW ZEALAND,NZ Not Selected
644992,0.03,NEW ZEALAND,NZ Not Selected
644993,0.03,NEW ZEALAND,NZ Not Selected
644994,0.03,NEW ZEALAND,NZ Not Selected
644995,0.03,NEW ZEALAND,NZ Not Selected
644996,0.03,NEW ZEALAND,NZ Not Selected
644997,0.03,NEW ZEALAND,NZ Not Selected
644998,0.03,NEW ZEALAND,NZ Not Selected
644999,0.03,NEW ZEALAND,NZ Not Selected
6450,0,NEW ZEALAND,SP Prefix 05
64508,0,NEW ZEALAND,Toll Free
6451,0.01,NEW ZEALAND,SP Prefix 05
64510,0.01,NEW ZEALAND,SP Prefix 05
64511,0.01,NEW ZEALAND,SP Prefix 05
64512,0.01,NEW ZEALAND,SP Prefix 05
64513,0.01,NEW ZEALAND,SP Prefix 05
64514,0.01,NEW ZEALAND,SP Prefix 05
64515,0.01,NEW ZEALAND,SP Prefix 05
64516,0.01,NEW ZEALAND,SP Prefix 05
64517,0.01,NEW ZEALAND,SP Prefix 05
64518,0.01,NEW ZEALAND,SP Prefix 05
64519,0.01,NEW ZEALAND,SP Prefix 05
6452,0.01,NEW ZEALAND,SP Prefix 05
64520,0.01,NEW ZEALAND,SP Prefix 05
64521,0.01,NEW ZEALAND,SP Prefix 05
64522,0.01,NEW ZEALAND,SP Prefix 05
64523,0.01,NEW ZEALAND,SP Prefix 05
64524,0.01,NEW ZEALAND,SP Prefix 05
64525,0.01,NEW ZEALAND,SP Prefix 05
6453,0.01,NEW ZEALAND,SP Prefix 05
6454,0.01,NEW ZEALAND,SP Prefix 05
6455,0.01,NEW ZEALAND,SP Prefix 05
6456,0.01,NEW ZEALAND,SP Prefix 05
6457,0.01,NEW ZEALAND,SP Prefix 05
6458,0.01,NEW ZEALAND,SP Prefix 05
64582,0.01,NEW ZEALAND,SP Prefix 05
64584,0.01,NEW ZEALAND,SP Prefix 05
6459,0.01,NEW ZEALAND,SP Prefix 05
646200,0.03,NEW ZEALAND,NZ Not Selected
646201,0.03,NEW ZEALAND,NZ Not Selected
646202,0.03,NEW ZEALAND,NZ Not Selected
646203,0.03,NEW ZEALAND,NZ Not Selected
646204,0.03,NEW ZEALAND,NZ Not Selected
646205,0.03,NEW ZEALAND,NZ Not Selected
646206,0.03,NEW ZEALAND,NZ Not Selected
646207,0.03,NEW ZEALAND,NZ Not Selected
646208,0.03,NEW ZEALAND,NZ Not Selected
646209,0.03,NEW ZEALAND,NZ Not Selected
6462100,0.03,NEW ZEALAND,Levin
6462101,0.03,NEW ZEALAND,Levin
6462102,0.03,NEW ZEALAND,Levin
6462103,0.03,NEW ZEALAND,Levin
6462104,0.03,NEW ZEALAND,Marton
6462105,0.03,NEW ZEALAND,Taihape
6462106,0.03,NEW ZEALAND,Pahiatua
6462107,0.03,NEW ZEALAND,Dannevirke
6462108,0.03,NEW ZEALAND,Ohakune
6462109,0.03,NEW ZEALAND,Waiouru
6462110,0.03,NEW ZEALAND,Napier
6462111,0.03,NEW ZEALAND,Napier
6462112,0.03,NEW ZEALAND,Napier
6462113,0.03,NEW ZEALAND,Napier
6462114,0.03,NEW ZEALAND,Waipukurau
6462115,0.03,NEW ZEALAND,Wairoa
6462116,0.03,NEW ZEALAND,Napier
6462117,0.03,NEW ZEALAND,Napier
6462118,0.03,NEW ZEALAND,Waipukurau
6462119,0.03,NEW ZEALAND,Wairoa
6462120,0.03,NEW ZEALAND,Palmerston North
6462121,0.03,NEW ZEALAND,Palmerston North
6462122,0.03,NEW ZEALAND,Palmerston North
6462123,0.03,NEW ZEALAND,Palmerston North
6462124,0.03,NEW ZEALAND,Marton
6462125,0.03,NEW ZEALAND,Taihape
6462126,0.03,NEW ZEALAND,Pahiatua
6462127,0.03,NEW ZEALAND,Dannevirke
6462128,0.03,NEW ZEALAND,Ohakune
6462129,0.03,NEW ZEALAND,Waiouru
6462130,0.03,NEW ZEALAND,Wanganui
6462131,0.03,NEW ZEALAND,Wanganui
6462132,0.03,NEW ZEALAND,Wanganui
6462133,0.03,NEW ZEALAND,Wanganui
6462134,0.03,NEW ZEALAND,Wanganui
6462135,0.03,NEW ZEALAND,Wanganui
6462136,0.03,NEW ZEALAND,Wanganui
6462137,0.03,NEW ZEALAND,Wanganui
6462138,0.03,NEW ZEALAND,Palmerston North
6462139,0.03,NEW ZEALAND,Palmerston North
6462140,0.03,NEW ZEALAND,Gisborne
6462141,0.03,NEW ZEALAND,Gisborne
6462142,0.03,NEW ZEALAND,Gisborne
6462143,0.03,NEW ZEALAND,Gisborne
6462144,0.03,NEW ZEALAND,Ruatoria
6462145,0.03,NEW ZEALAND,Gisborne
6462146,0.03,NEW ZEALAND,Gisborne
6462147,0.03,NEW ZEALAND,Gisborne
6462148,0.03,NEW ZEALAND,Gisborne
6462149,0.03,NEW ZEALAND,Ruatoria
6462150,0.03,NEW ZEALAND,New Plymouth
6462151,0.03,NEW ZEALAND,New Plymouth
6462152,0.03,NEW ZEALAND,New Plymouth
6462153,0.03,NEW ZEALAND,New Plymouth
6462154,0.03,NEW ZEALAND,New Plymouth
6462155,0.03,NEW ZEALAND,Hawera
6462156,0.03,NEW ZEALAND,Hawera
6462157,0.03,NEW ZEALAND,Stratford
6462158,0.03,NEW ZEALAND,Opunake
6462159,0.03,NEW ZEALAND,Mokau
6462160,0.03,NEW ZEALAND,Masterton
6462161,0.03,NEW ZEALAND,Masterton
6462162,0.03,NEW ZEALAND,Masterton
6462163,0.03,NEW ZEALAND,New Plymouth
6462164,0.03,NEW ZEALAND,New Plymouth
6462165,0.03,NEW ZEALAND,Stratford
6462166,0.03,NEW ZEALAND,Opunake
6462167,0.03,NEW ZEALAND,Mokau
6462168,0.03,NEW ZEALAND,Featherston
6462169,0.03,NEW ZEALAND,Featherston
646217,0.03,NEW ZEALAND,NZ Not Selected
646218,0.03,NEW ZEALAND,NZ Not Selected
646219,0.03,NEW ZEALAND,NZ Not Selected
646220,0.03,NEW ZEALAND,NZ Not Selected
646221,0.03,NEW ZEALAND,NZ Not Selected
646222,0.03,NEW ZEALAND,NZ Not Selected
646223,0.03,NEW ZEALAND,NZ Not Selected
646224,0.03,NEW ZEALAND,NZ Not Selected
646225,0.03,NEW ZEALAND,NZ Not Selected
646226,0.03,NEW ZEALAND,NZ Not Selected
646227,0.03,NEW ZEALAND,NZ Not Selected
646228,0.03,NEW ZEALAND,NZ Not Selected
646229,0.03,NEW ZEALAND,NZ Not Selected
646230,0.03,NEW ZEALAND,NZ Not Selected
646231,0.03,NEW ZEALAND,NZ Not Selected
646232,0.03,NEW ZEALAND,NZ Not Selected
646233,0.03,NEW ZEALAND,NZ Not Selected
646234,0.03,NEW ZEALAND,NZ Not Selected
646235,0.03,NEW ZEALAND,NZ Not Selected
646236,0.03,NEW ZEALAND,NZ Not Selected
646237,0.03,NEW ZEALAND,NZ Not Selected
646238,0.03,NEW ZEALAND,NZ Not Selected
646239,0.03,NEW ZEALAND,NZ Not Selected
646240,0.03,NEW ZEALAND,NZ Not Selected
646241,0.03,NEW ZEALAND,NZ Not Selected
646242,0.03,NEW ZEALAND,NZ Not Selected
646243,0.03,NEW ZEALAND,NZ Not Selected
646244,0.03,NEW ZEALAND,NZ Not Selected
646245,0.03,NEW ZEALAND,NZ Not Selected
646246,0.03,NEW ZEALAND,NZ Not Selected
646247,0.03,NEW ZEALAND,NZ Not Selected
646248,0.03,NEW ZEALAND,NZ Not Selected
646249,0.03,NEW ZEALAND,NZ Not Selected
646250,0.03,NEW ZEALAND,NZ Not Selected
646251,0.03,NEW ZEALAND,NZ Not Selected
646252,0.03,NEW ZEALAND,NZ Not Selected
646253,0.03,NEW ZEALAND,NZ Not Selected
646254,0.03,NEW ZEALAND,NZ Not Selected
646255,0.03,NEW ZEALAND,NZ Not Selected
646256,0.03,NEW ZEALAND,NZ Not Selected
646257,0.03,NEW ZEALAND,NZ Not Selected
646258,0.03,NEW ZEALAND,NZ Not Selected
646259,0.03,NEW ZEALAND,NZ Not Selected
646260,0.03,NEW ZEALAND,NZ Not Selected
646261,0.03,NEW ZEALAND,NZ Not Selected
646262,0.03,NEW ZEALAND,NZ Not Selected
646263,0.03,NEW ZEALAND,NZ Not Selected
646264,0.03,NEW ZEALAND,NZ Not Selected
646265,0.03,NEW ZEALAND,NZ Not Selected
646266,0.03,NEW ZEALAND,NZ Not Selected
646267,0.03,NEW ZEALAND,NZ Not Selected
646268,0.03,NEW ZEALAND,NZ Not Selected
646269,0.03,NEW ZEALAND,NZ Not Selected
646270,0.03,NEW ZEALAND,NZ Not Selected
646271,0.03,NEW ZEALAND,NZ Not Selected
646272,0.03,NEW ZEALAND,Hawera
646273,0.03,NEW ZEALAND,Hawera
646274,0.03,NEW ZEALAND,Hawera
646275,0.03,NEW ZEALAND,NZ Not Selected
646276,0.03,NEW ZEALAND,NZ Not Selected
646277,0.03,NEW ZEALAND,NZ Not Selected
646278,0.03,NEW ZEALAND,Hawera
646279,0.03,NEW ZEALAND,Hawera
6462800,0.03,NEW ZEALAND,Palmerston North
6462801,0.03,NEW ZEALAND,Palmerston North
6462802,0.03,NEW ZEALAND,Palmerston North
6462803,0.03,NEW ZEALAND,Palmerston North
6462804,0.03,NEW ZEALAND,Palmerston North
6462805,0.03,NEW ZEALAND,Napier
6462806,0.03,NEW ZEALAND,Napier
6462807,0.03,NEW ZEALAND,Napier
6462808,0.03,NEW ZEALAND,Napier
6462809,0.03,NEW ZEALAND,Napier
646281,0.03,NEW ZEALAND,NZ Not Selected
646282,0.03,NEW ZEALAND,NZ Not Selected
646283,0.03,NEW ZEALAND,NZ Not Selected
646284,0.03,NEW ZEALAND,NZ Not Selected
646285,0.03,NEW ZEALAND,NZ Not Selected
646286,0.03,NEW ZEALAND,NZ Not Selected
646287,0.03,NEW ZEALAND,NZ Not Selected
646288,0.03,NEW ZEALAND,NZ Not Selected
646289,0.03,NEW ZEALAND,NZ Not Selected
646290,0.03,NEW ZEALAND,NZ Not Selected
646291,0.03,NEW ZEALAND,NZ Not Selected
646292,0.03,NEW ZEALAND,NZ Not Selected
646293,0.03,NEW ZEALAND,NZ Not Selected
646294,0.03,NEW ZEALAND,NZ Not Selected
646295,0.03,NEW ZEALAND,NZ Not Selected
646296,0.03,NEW ZEALAND,NZ Not Selected
646297,0.03,NEW ZEALAND,NZ Not Selected
646298,0.03,NEW ZEALAND,NZ Not Selected
646299,0.03,NEW ZEALAND,NZ Not Selected
646300,0.03,NEW ZEALAND,NZ Not Selected
646301,0.03,NEW ZEALAND,NZ Not Selected
646302,0.03,NEW ZEALAND,NZ Not Selected
646303,0.03,NEW ZEALAND,NZ Not Selected
646304,0.03,NEW ZEALAND,Featherston
646305,0.03,NEW ZEALAND,NZ Not Selected
646306,0.03,NEW ZEALAND,Featherston
646307,0.03,NEW ZEALAND,Featherston
646308,0.03,NEW ZEALAND,Featherston
646309,0.03,NEW ZEALAND,NZ Not Selected
646310,0.03,NEW ZEALAND,NZ Not Selected
646311,0.03,NEW ZEALAND,NZ Not Selected
646312,0.03,NEW ZEALAND,NZ Not Selected
646313,0.03,NEW ZEALAND,NZ Not Selected
646314,0.03,NEW ZEALAND,NZ Not Selected
646315,0.03,NEW ZEALAND,NZ Not Selected
646316,0.03,NEW ZEALAND,NZ Not Selected
646317,0.03,NEW ZEALAND,NZ Not Selected
646318,0.03,NEW ZEALAND,NZ Not Selected
646319,0.03,NEW ZEALAND,NZ Not Selected
646320,0.03,NEW ZEALAND,NZ Not Selected
646321,0.03,NEW ZEALAND,Marton
646322,0.03,NEW ZEALAND,Marton
646323,0.03,NEW ZEALAND,Palmerston North
646324,0.03,NEW ZEALAND,Palmerston North
646325,0.03,NEW ZEALAND,Palmerston North
646326,0.03,NEW ZEALAND,Palmerston North
646327,0.03,NEW ZEALAND,Palmerston North
646328,0.03,NEW ZEALAND,Palmerston North
646329,0.03,NEW ZEALAND,Palmerston North
646330,0.03,NEW ZEALAND,NZ Not Selected
646331,0.03,NEW ZEALAND,NZ Not Selected
646332,0.03,NEW ZEALAND,NZ Not Selected
646333,0.03,NEW ZEALAND,NZ Not Selected
646334,0.03,NEW ZEALAND,NZ Not Selected
646335,0.03,NEW ZEALAND,NZ Not Selected
646336,0.03,NEW ZEALAND,NZ Not Selected
646337,0.03,NEW ZEALAND,NZ Not Selected
646338,0.03,NEW ZEALAND,NZ Not Selected
646339,0.03,NEW ZEALAND,NZ Not Selected
646340,0.03,NEW ZEALAND,NZ Not Selected
646341,0.03,NEW ZEALAND,Wanganui
6463420,0.03,NEW ZEALAND,Wanganui
6463421,0.03,NEW ZEALAND,Wanganui
6463422,0.03,NEW ZEALAND,Wanganui
6463423,0.03,NEW ZEALAND,Palmerston North
6463424,0.03,NEW ZEALAND,Wanganui
6463425,0.03,NEW ZEALAND,Wanganui
6463426,0.03,NEW ZEALAND,Wanganui
6463427,0.03,NEW ZEALAND,Wanganui
6463428,0.03,NEW ZEALAND,Wanganui
6463429,0.03,NEW ZEALAND,Wanganui
646343,0.03,NEW ZEALAND,Wanganui
646344,0.03,NEW ZEALAND,Wanganui
646345,0.03,NEW ZEALAND,Wanganui
646346,0.03,NEW ZEALAND,Wanganui
646347,0.03,NEW ZEALAND,Wanganui
646348,0.03,NEW ZEALAND,Wanganui
646349,0.03,NEW ZEALAND,Wanganui
646350,0.03,NEW ZEALAND,Palmerston North
646351,0.03,NEW ZEALAND,Palmerston North
646352,0.03,NEW ZEALAND,Palmerston North
646353,0.03,NEW ZEALAND,Palmerston North
646354,0.03,NEW ZEALAND,Palmerston North
646355,0.03,NEW ZEALAND,Palmerston North
646356,0.03,NEW ZEALAND,Palmerston North
646357,0.03,NEW ZEALAND,Palmerston North
646358,0.03,NEW ZEALAND,Palmerston North
646359,0.03,NEW ZEALAND,Palmerston North
646360,0.03,NEW ZEALAND,NZ Not Selected
646361,0.03,NEW ZEALAND,NZ Not Selected
646362,0.03,NEW ZEALAND,Levin
646363,0.03,NEW ZEALAND,Levin
646364,0.03,NEW ZEALAND,Levin
646365,0.03,NEW ZEALAND,Palmerston North
646366,0.03,NEW ZEALAND,Levin
646367,0.03,NEW ZEALAND,Levin
646368,0.03,NEW ZEALAND,Levin
646369,0.03,NEW ZEALAND,Levin
646370,0.03,NEW ZEALAND,Masterton
646371,0.03,NEW ZEALAND,NZ Not Selected
646372,0.03,NEW ZEALAND,Masterton
646373,0.03,NEW ZEALAND,Masterton
646374,0.03,NEW ZEALAND,Dannevirke
646375,0.03,NEW ZEALAND,Pahiatua
646376,0.03,NEW ZEALAND,Pahiatua
646377,0.03,NEW ZEALAND,Masterton
646378,0.03,NEW ZEALAND,Masterton
646379,0.03,NEW ZEALAND,Masterton
646380,0.03,NEW ZEALAND,NZ Not Selected
646381,0.03,NEW ZEALAND,NZ Not Selected
646382,0.03,NEW ZEALAND,Taihape
646383,0.03,NEW ZEALAND,NZ Not Selected
646384,0.03,NEW ZEALAND,NZ Not Selected
646385,0.03,NEW ZEALAND,Ohakune
646386,0.03,NEW ZEALAND,NZ Not Selected
646387,0.03,NEW ZEALAND,Waiouru
646388,0.03,NEW ZEALAND,Taihape
646389,0.03,NEW ZEALAND,NZ Not Selected
646390,0.03,NEW ZEALAND,NZ Not Selected
646391,0.03,NEW ZEALAND,NZ Not Selected
646392,0.03,NEW ZEALAND,NZ Not Selected
646393,0.03,NEW ZEALAND,NZ Not Selected
646394,0.03,NEW ZEALAND,NZ Not Selected
646395,0.03,NEW ZEALAND,NZ Not Selected
646396,0.03,NEW ZEALAND,NZ Not Selected
646397,0.03,NEW ZEALAND,NZ Not Selected
646398,0.03,NEW ZEALAND,NZ Not Selected
646399,0.03,NEW ZEALAND,NZ Not Selected
646400,0.03,NEW ZEALAND,NZ Not Selected
646401,0.03,NEW ZEALAND,NZ Not Selected
646402,0.03,NEW ZEALAND,NZ Not Selected
646403,0.03,NEW ZEALAND,NZ Not Selected
646404,0.03,NEW ZEALAND,NZ Not Selected
646405,0.03,NEW ZEALAND,NZ Not Selected
646406,0.03,NEW ZEALAND,NZ Not Selected
646407,0.03,NEW ZEALAND,NZ Not Selected
646408,0.03,NEW ZEALAND,NZ Not Selected
646409,0.03,NEW ZEALAND,NZ Not Selected
646410,0.03,NEW ZEALAND,NZ Not Selected
646411,0.03,NEW ZEALAND,NZ Not Selected
646412,0.03,NEW ZEALAND,NZ Not Selected
646413,0.03,NEW ZEALAND,NZ Not Selected
646414,0.03,NEW ZEALAND,NZ Not Selected
646415,0.03,NEW ZEALAND,NZ Not Selected
646416,0.03,NEW ZEALAND,NZ Not Selected
646417,0.03,NEW ZEALAND,NZ Not Selected
646418,0.03,NEW ZEALAND,NZ Not Selected
646419,0.03,NEW ZEALAND,NZ Not Selected
646420,0.03,NEW ZEALAND,NZ Not Selected
646421,0.03,NEW ZEALAND,NZ Not Selected
646422,0.03,NEW ZEALAND,NZ Not Selected
646423,0.03,NEW ZEALAND,NZ Not Selected
646424,0.03,NEW ZEALAND,NZ Not Selected
646425,0.03,NEW ZEALAND,NZ Not Selected
646426,0.03,NEW ZEALAND,NZ Not Selected
646427,0.03,NEW ZEALAND,NZ Not Selected
646428,0.03,NEW ZEALAND,NZ Not Selected
646429,0.03,NEW ZEALAND,NZ Not Selected
646430,0.03,NEW ZEALAND,NZ Not Selected
646431,0.03,NEW ZEALAND,NZ Not Selected
646432,0.03,NEW ZEALAND,NZ Not Selected
646433,0.03,NEW ZEALAND,NZ Not Selected
646434,0.03,NEW ZEALAND,NZ Not Selected
646435,0.03,NEW ZEALAND,NZ Not Selected
646436,0.03,NEW ZEALAND,NZ Not Selected
646437,0.03,NEW ZEALAND,NZ Not Selected
646438,0.03,NEW ZEALAND,NZ Not Selected
646439,0.03,NEW ZEALAND,NZ Not Selected
646440,0.03,NEW ZEALAND,NZ Not Selected
646441,0.03,NEW ZEALAND,NZ Not Selected
646442,0.03,NEW ZEALAND,NZ Not Selected
646443,0.03,NEW ZEALAND,NZ Not Selected
646444,0.03,NEW ZEALAND,NZ Not Selected
646445,0.03,NEW ZEALAND,NZ Not Selected
646446,0.03,NEW ZEALAND,NZ Not Selected
646447,0.03,NEW ZEALAND,NZ Not Selected
646448,0.03,NEW ZEALAND,NZ Not Selected
646449,0.03,NEW ZEALAND,NZ Not Selected
646450,0.03,NEW ZEALAND,NZ Not Selected
646451,0.03,NEW ZEALAND,NZ Not Selected
646452,0.03,NEW ZEALAND,NZ Not Selected
646453,0.03,NEW ZEALAND,NZ Not Selected
646454,0.03,NEW ZEALAND,NZ Not Selected
646455,0.03,NEW ZEALAND,NZ Not Selected
646456,0.03,NEW ZEALAND,NZ Not Selected
646457,0.03,NEW ZEALAND,NZ Not Selected
646458,0.03,NEW ZEALAND,NZ Not Selected
646459,0.03,NEW ZEALAND,NZ Not Selected
646460,0.03,NEW ZEALAND,NZ Not Selected
646461,0.03,NEW ZEALAND,NZ Not Selected
646462,0.03,NEW ZEALAND,NZ Not Selected
646463,0.03,NEW ZEALAND,NZ Not Selected
646464,0.03,NEW ZEALAND,NZ Not Selected
646465,0.03,NEW ZEALAND,NZ Not Selected
646466,0.03,NEW ZEALAND,NZ Not Selected
646467,0.03,NEW ZEALAND,NZ Not Selected
646468,0.03,NEW ZEALAND,NZ Not Selected
646469,0.03,NEW ZEALAND,NZ Not Selected
646470,0.03,NEW ZEALAND,NZ Not Selected
646471,0.03,NEW ZEALAND,NZ Not Selected
646472,0.03,NEW ZEALAND,NZ Not Selected
646473,0.03,NEW ZEALAND,NZ Not Selected
646474,0.03,NEW ZEALAND,NZ Not Selected
646475,0.03,NEW ZEALAND,NZ Not Selected
646476,0.03,NEW ZEALAND,NZ Not Selected
646477,0.03,NEW ZEALAND,NZ Not Selected
646478,0.03,NEW ZEALAND,NZ Not Selected
646479,0.03,NEW ZEALAND,NZ Not Selected
646480,0.03,NEW ZEALAND,NZ Not Selected
646481,0.03,NEW ZEALAND,NZ Not Selected
646482,0.03,NEW ZEALAND,NZ Not Selected
646483,0.03,NEW ZEALAND,NZ Not Selected
646484,0.03,NEW ZEALAND,NZ Not Selected
646485,0.03,NEW ZEALAND,NZ Not Selected
646486,0.03,NEW ZEALAND,NZ Not Selected
646487,0.03,NEW ZEALAND,NZ Not Selected
646488,0.03,NEW ZEALAND,NZ Not Selected
646489,0.03,NEW ZEALAND,NZ Not Selected
646490,0.03,NEW ZEALAND,NZ Not Selected
646491,0.03,NEW ZEALAND,NZ Not Selected
646492,0.03,NEW ZEALAND,NZ Not Selected
646493,0.03,NEW ZEALAND,NZ Not Selected
646494,0.03,NEW ZEALAND,NZ Not Selected
646495,0.03,NEW ZEALAND,NZ Not Selected
646496,0.03,NEW ZEALAND,NZ Not Selected
646497,0.03,NEW ZEALAND,NZ Not Selected
646498,0.03,NEW ZEALAND,NZ Not Selected
646499,0.03,NEW ZEALAND,NZ Not Selected
646510,0.03,NEW ZEALAND,NZ Not Selected
646511,0.03,NEW ZEALAND,NZ Not Selected
646512,0.03,NEW ZEALAND,NZ Not Selected
646513,0.03,NEW ZEALAND,NZ Not Selected
646514,0.03,NEW ZEALAND,NZ Not Selected
646515,0.03,NEW ZEALAND,NZ Not Selected
646516,0.03,NEW ZEALAND,NZ Not Selected
